question_id,wrong_ans,correct_ans,question,explanation
335," ""되갚음"""," ""대갚음"""," ""그는 자신이 받은 도움에 [대갚음]을 했다."""," '되'와 '돼'는 발음이 비슷해 혼동하기 쉽다. 그러나 '되'는 '되다'의 어간이고, '돼'는 '되어'의 준말이다. 따라서 '되-' 뒤에 어미가 붙을 때에는 '되고, 되지, 되니, 됩니다'처럼 활용한다. 반면 '돼-'로 시작하는 말은 모두 '돼고, 돼지, 돼니, 됍니다' 등과 같이 잘못 표기된 것이다."
336," ""되갚음"""," ""대갚음"""," ""힘든 시간을 보낸 그에게 [대갚음] 같은 선물이 주어졌다."""," '되'와 '돼'는 발음이 비슷해 혼동하기 쉽다. 그러나 '되'는 '되다'의 어간이고, '돼'는 '되어'의 준말이다. 따라서 '되-' 뒤에 어미가 붙을 때에는 '되고, 되지, 되니, 됩니다'처럼 활용한다. 반면 '돼-'로 시작하는 말은 모두 '돼고, 돼지, 돼니, 됍니다' 등과 같이 잘못 표기된 것이다."
337," ""되갚음"""," ""대갚음"""," ""오랫동안 참아온 일들에 대해 [대갚음]하겠다고 다짐했다."""," '되'와 '돼'는 발음이 비슷해 혼동하기 쉽다. 그러나 '되'는 '되다'의 어간이고, '돼'는 '되어'의 준말이다. 따라서 '되-' 뒤에 어미가 붙을 때에는 '되고, 되지, 되니, 됩니다'처럼 활용한다. 반면 '돼-'로 시작하는 말은 모두 '돼고, 돼지, 돼니, 됍니다' 등과 같이 잘못 표기된 것이다."
338," ""댓구"""," ""대꾸"""," ""그는 언제나 불평을 즉시 [대꾸]해.""", '댓구'는 '대꾸'의 잘못된 말이다.
339," ""댓구"""," ""대꾸"""," ""다른 사람의 말에 쉽게 [대꾸]하지 마.""", '댓구'는 '대꾸'의 잘못된 말이다.
340," ""댓구"""," ""대꾸"""," ""아이들은 늘 선생님의 질문에 빠르게 [대꾸]했다.""", '댓구'는 '대꾸'의 잘못된 말이다.
341," ""되물림"""," ""대물림"""," ""이제 모든 비밀을 아들에게 [대물림]할 거야.""", ‘되물림’은 ‘대물림’의 잘못이다.
342," ""되물림"""," ""대물림"""," ""그 가게는 가업을 [대물림]하며 운영되고 있다.""", ‘되물림’은 ‘대물림’의 잘못이다.
343," ""되물림"""," ""대물림"""," ""이런 전통은 가족 내에서 [대물림]되었습니다.""", ‘되물림’은 ‘대물림’의 잘못이다.
344," ""되물림"""," ""대물림"""," ""그 집안은 사업이 잘 돼서 수많은 자산을 [대물림]하고 있다.""", ‘되물림’은 ‘대물림’의 잘못이다.
345," ""되물림"""," ""대물림"""," ""이 그림은 할아버지 때부터 [대물림] 받은 것이다.""", ‘되물림’은 ‘대물림’의 잘못이다.
346," ""되물림"""," ""대물림"""," ""그 전통은 마을 사람들에게 [대물림]되고 있어.""", ‘되물림’은 ‘대물림’의 잘못이다.
347," ""되물림"""," ""대물림"""," ""우리는 그 기술을 세대 간 [대물림]하겠다.""", ‘되물림’은 ‘대물림’의 잘못이다.
348," ""되물림"""," ""대물림"""," ""이런 가치관은 부모님에게 [대물림] 받은 것이다.""", ‘되물림’은 ‘대물림’의 잘못이다.
349," ""덥썩"""," ""덥석"""," ""그 사탕을 [덥석] 입에 물었다.""", ‘덥썩’은 ‘덥석’의 잘못이다.
350," ""덥썩"""," ""덥석"""," ""그녀는 [덥석] 내 손을 잡았다.""", ‘덥썩’은 ‘덥석’의 잘못이다.
351," ""덥썩"""," ""덥석"""," ""새로운 기회가 [덥석] 우리에게 찾아왔다.""", ‘덥썩’은 ‘덥석’의 잘못이다.
352," ""덩쿨"""," ""덩굴"""," ""우리 집 앞이 [덩굴]로 뒤덮여 있어.""", '덩굴'은 길게 뻗어 나가면서 다른 물건을 감기도 하고 땅바닥에 퍼지기도 하는 식물이다.
353," ""덩쿨"""," ""덩굴"""," ""정원에 [덩굴]이 자라기 시작했어.""", '덩굴'은 길게 뻗어 나가면서 다른 물건을 감기도 하고 땅바닥에 퍼지기도 하는 식물이다.
354," ""덩쿨"""," ""덩굴"""," ""[덩굴]이 벽을 덮고 있어.""", '덩굴'은 길게 뻗어 나가면서 다른 물건을 감기도 하고 땅바닥에 퍼지기도 하는 식물이다.
355," ""덮혀"""," ""덮여"""," ""책상이 먼지로 [덮여] 있다.""", 덮다라는 동사에 피동접미사 '-히'가 결합하여 만들어진 단어입니다. 하지만 이는 표준어가 아닙니다.
356," ""덮히기"""," ""덮이기"""," ""갑자기 눈이 [덮이기] 시작했다.""", 덮다라는 동사에 피동접미사 '-히'가 결합하여 만들어진 단어입니다. 하지만 이는 표준어가 아닙니다.
357," ""덮히자"""," ""덮자"""," ""책을 [덮자] 그녀는 웃었다.""", 덮히다는 피동형입니다. 즉 덮음을 당한다는 뜻이죠. 그런데 이 문장은 능동형이 되어야 합니다.
358," ""도찐개찐"""," ""도긴개긴"""," ""이 상황은 [도긴개긴]이라 누가 이길지 몰라.""", '도긴개긴'은 윷놀이에서 도로 남의 말을 잡을 수 있는 거리나 개로 남의 말을 잡을 수 있는 거리는 별반 차이가 없다는 뜻이다.
359," ""도찐개찐"""," ""도긴개긴"""," ""결과를 보니 두 팀의 실력이 [도긴개긴]이었다.""", '도긴개긴'은 윷놀이에서 도로 남의 말을 잡을 수 있는 거리나 개로 남의 말을 잡을 수 있는 거리는 별반 차이가 없다는 뜻이다.
360," ""도찐개찐"""," ""도긴개긴"""," ""그들은 의견 차이가 거의 [도긴개긴]이다.""", '도긴개긴'은 윷놀이에서 도로 남의 말을 잡을 수 있는 거리나 개로 남의 말을 잡을 수 있는 거리는 별반 차이가 없다는 뜻이다.
361," ""도와줄께요"""," ""도와줄게요"""," ""나중에 기회가 되면 [도와줄게요].""", '도와줄게요' 가 맞는 표현입니다. 
362," ""돋구었다"""," ""돋우었다"""," ""그의 연설이 청중의 관심을 [돋우었다]."""," ‘돋구다’는 안경의 도수 따위를 더 높게 하다라는 뜻이고, ‘돋우다’는 위로 끌어 올려 도드라지거나 높아지게 하다는 뜻이다."
363," ""돋굴"""," ""돋울"""," ""소금을 조금 더 추가하면 맛을 확실히 [돋울] 수 있어."""," ‘돋구다’는 안경의 도수 따위를 더 높게 하다라는 뜻이고, ‘돋우다’는 위로 끌어 올려 도드라지거나 높아지게 하다는 뜻이다."
364," ""돋궈"""," ""돋워"""," ""맛있는 음식을 보면 항상 입맛이 [돋워]."""," ‘돋구다’는 안경의 도수 따위를 더 높게 하다라는 뜻이고, ‘돋우다’는 위로 끌어 올려 도드라지거나 높아지게 하다는 뜻이다."
365," ""돋구어"""," ""돋워"""," ""명랑한 음악이 청중의 기운을 [돋워] 주었다."""," ‘돋구다’는 안경의 도수 따위를 더 높게 하다라는 뜻이고, ‘돋우다’는 위로 끌어 올려 도드라지거나 높아지게 하다는 뜻이다."
366," ""돋궜다"""," ""돋웠다"""," ""그의 재미있는 이야기는 분위기를 [돋웠다]."""," ‘돋구다’는 안경의 도수 따위를 더 높게 하다라는 뜻이고, ‘돋우다’는 위로 끌어 올려 도드라지거나 높아지게 하다는 뜻이다."
367," ""돐"""," ""돌"""," ""[돌] 잔치를 준비하는 가족들."""," '돌'은 생일을 뜻하는 말로 첫돌, 두 돌 등과 같이 사용한다."
368," ""돐"""," ""돌"""," ""아기의 첫 [돌]을 축하했습니다."""," '돌'은 생일을 뜻하는 말로 첫돌, 두 돌 등과 같이 사용한다."
369," ""돐"""," ""돌"""," ""[돌]을 맞이한 아이를 위해 특별한 케이크를 만들었다."""," '돌'은 생일을 뜻하는 말로 첫돌, 두 돌 등과 같이 사용한다."
370," ""돌맹이"""," ""돌멩이"""," ""아이들은 길가에서 [돌멩이]를 찾았다.""", '돌멩이'는 ‘돌’과 접미사 ‘-애이’가 결합한 말이다.
371," ""돌맹이"""," ""돌멩이"""," ""이 동네에는 자갈보다 [돌멩이]가 많다.""", '돌멩이'는 ‘돌’과 접미사 ‘-애이’가 결합한 말이다.
372," ""돌맹이"""," ""돌멩이"""," ""해변에서 모래 위에 [돌멩이]를 쌓으며 놀았다.""", '돌멩이'는 ‘돌’과 접미사 ‘-애이’가 결합한 말이다.
373," ""돌맹이"""," ""돌멩이"""," ""어릴 때 친구들과 [돌멩이]로 놀았어.""", '돌멩이'는 ‘돌’과 접미사 ‘-애이’가 결합한 말이다.
374," ""돌맹이"""," ""돌멩이"""," ""놀이터에서 주운 [돌멩이]가 꽤 예뻤어.""", '돌멩이'는 ‘돌’과 접미사 ‘-애이’가 결합한 말이다.
375," ""돌맹이"""," ""돌멩이"""," ""길에 [돌멩이]가 굴러다니고 있었다.""", '돌멩이'는 ‘돌’과 접미사 ‘-애이’가 결합한 말이다.
376," ""돌맹이"""," ""돌멩이"""," ""어린 시절엔 [돌멩이] 던지기 놀이가 인기였다.""", '돌멩이'는 ‘돌’과 접미사 ‘-애이’가 결합한 말이다.
377," ""돌맹이"""," ""돌멩이"""," ""눈에 띄는 큰 [돌멩이]가 있었다.""", '돌멩이'는 ‘돌’과 접미사 ‘-애이’가 결합한 말이다.
378," ""되"""," ""돼"""," ""그래도 [돼]?""","되 - : 다른 것으로 바뀌거나 변할 때, 어떤 일이 이루어졌을 때와 같은 경우에 쓰는 말입니다. 돼 - : '되어'를 줄인 말입니다."
379," ""되"""," ""돼"""," ""친구 집에 가도 [돼]?""","되 - : 다른 것으로 바뀌거나 변할 때, 어떤 일이 이루어졌을 때와 같은 경우에 쓰는 말입니다. 돼 - : '되어'를 줄인 말입니다."
380," ""되"""," ""돼"""," ""그러면 안 [돼].""","되 - : 다른 것으로 바뀌거나 변할 때, 어떤 일이 이루어졌을 때와 같은 경우에 쓰는 말입니다. 돼 - : '되어'를 줄인 말입니다."
381," ""되"""," ""돼"""," ""계속 이래도 [돼]?""","되 - : 다른 것으로 바뀌거나 변할 때, 어떤 일이 이루어졌을 때와 같은 경우에 쓰는 말입니다. 돼 - : '되어'를 줄인 말입니다."
382," ""되"""," ""돼"""," ""지금 나가도 [돼]?""","되 - : 다른 것으로 바뀌거나 변할 때, 어떤 일이 이루어졌을 때와 같은 경우에 쓰는 말입니다. 돼 - : '되어'를 줄인 말입니다."
383," ""되"""," ""돼"""," ""이렇게 해도 [돼]?""","되 - : 다른 것으로 바뀌거나 변할 때, 어떤 일이 이루어졌을 때와 같은 경우에 쓰는 말입니다. 돼 - : '되어'를 줄인 말입니다."
384," ""되"""," ""돼"""," ""이렇게 합의해도 [돼]?""","되 - : 다른 것으로 바뀌거나 변할 때, 어떤 일이 이루어졌을 때와 같은 경우에 쓰는 말입니다. 돼 - : '되어'를 줄인 말입니다."
385," ""되"""," ""돼"""," ""이 방법으로 문을 닫으면 [돼].""","되 - : 다른 것으로 바뀌거나 변할 때, 어떤 일이 이루어졌을 때와 같은 경우에 쓰는 말입니다. 돼 - : '되어'를 줄인 말입니다."
386," ""되"""," ""돼"""," ""그러면 안 [돼].""","되 - : 다른 것으로 바뀌거나 변할 때, 어떤 일이 이루어졌을 때와 같은 경우에 쓰는 말입니다. 돼 - : '되어'를 줄인 말입니다."
387," ""되"""," ""돼"""," ""고양이를 키워도 [돼]?""","되 - : 다른 것으로 바뀌거나 변할 때, 어떤 일이 이루어졌을 때와 같은 경우에 쓰는 말입니다. 돼 - : '되어'를 줄인 말입니다."
388," ""되요"""," ""돼요"""," ""내일 시험 준비는 [돼요]?"""," '되'는 '되다'의 어간이고, '돼'는 '되어'의 준말입니다. 따라서 '-어'로 바꿀 수 있으면 '돼'로 적고, 그렇지 않으면 '되'로 적습니다."
389," ""되요"""," ""돼요"""," ""그렇게 하면 [돼요]?"""," '되'는 '되다'의 어간이고, '돼'는 '되어'의 준말입니다. 따라서 '-어'로 바꿀 수 있으면 '돼'로 적고, 그렇지 않으면 '되'로 적습니다."
390," ""되요"""," ""돼요"""," ""그렇게 하면 일이 더 빨리 [돼요]."""," '되'는 '되다'의 어간이고, '돼'는 '되어'의 준말입니다. 따라서 '-어'로 바꿀 수 있으면 '돼'로 적고, 그렇지 않으면 '되'로 적습니다."
391," ""되요"""," ""돼요"""," ""이 프로그램은 잘 [돼요]."""," '되'는 '되다'의 어간이고, '돼'는 '되어'의 준말입니다. 따라서 '-어'로 바꿀 수 있으면 '돼'로 적고, 그렇지 않으면 '되'로 적습니다."
392," ""되요"""," ""돼요"""," ""모든 준비가 [돼요]?"""," '되'는 '되다'의 어간이고, '돼'는 '되어'의 준말입니다. 따라서 '-어'로 바꿀 수 있으면 '돼'로 적고, 그렇지 않으면 '되'로 적습니다."
393," ""되요"""," ""돼요"""," ""날씨가 풀리면 그게 [돼요]."""," '되'는 '되다'의 어간이고, '돼'는 '되어'의 준말입니다. 따라서 '-어'로 바꿀 수 있으면 '돼'로 적고, 그렇지 않으면 '되'로 적습니다."
394," ""되요"""," ""돼요"""," ""언젠가 너도 알게 [돼요]."""," '되'는 '되다'의 어간이고, '돼'는 '되어'의 준말입니다. 따라서 '-어'로 바꿀 수 있으면 '돼'로 적고, 그렇지 않으면 '되'로 적습니다."
395," ""됬어"""," ""됐어"""," ""그 일을 이미 다 했다고? 그러면 [됐어].""", '됐어'는 '되다'의 어간 '되-'에 어미 '-어'가 결합한 형태이다. 이 때 '되어'로 늘여 쓸 수 있으므로 '됐어'와 같이 줄여 쓰는 것이 가능하다. 그러나 '됬어'는 틀린 표기이다. (관련 규정: '한글 맞춤법' 제35항)
396," ""됬어"""," ""됐어"""," ""준비가 다 [됐어]!""", '됐어'는 '되다'의 어간 '되-'에 어미 '-어'가 결합한 형태이다. 이 때 '되어'로 늘여 쓸 수 있으므로 '됐어'와 같이 줄여 쓰는 것이 가능하다. 그러나 '됬어'는 틀린 표기이다. (관련 규정: '한글 맞춤법' 제35항)
397," ""대갚음"""," ""되갚음"""," ""빚에 대한 [되갚음]이 필요하다.""", 대갚음은 남에게 입은 은혜나 남에게 당한 원한을 잊지 않고 그대로 갚는다는 뜻입니다. 되갚음은 남이 나에게 해를 준 만큼 나도 그에게 해를 준다는 뜻입니다.
398," ""돼겠어"""," ""되겠어"""," ""이렇게 해서 [되겠어]?"""," '되다'의 어간은 '되-'입니다. 여기에 어미 '-어'가 붙으면 '되어'가 됩니다. 이것을 줄여서 쓰면 '돼'가 됩니다. 따라서 '되겠어'는 맞는 말이고, '돼겠어'는 틀린 말입니다."
399," ""돼겠어"""," ""되겠어"""," ""그렇게 해도 [되겠어]?"""," '되다'의 어간은 '되-'입니다. 여기에 어미 '-어'가 붙으면 '되어'가 됩니다. 이것을 줄여서 쓰면 '돼'가 됩니다. 따라서 '되겠어'는 맞는 말이고, '돼겠어'는 틀린 말입니다."
400," ""돼겠어"""," ""되겠어"""," ""우리 집에 와도 [되겠어]?"""," '되다'의 어간은 '되-'입니다. 여기에 어미 '-어'가 붙으면 '되어'가 됩니다. 이것을 줄여서 쓰면 '돼'가 됩니다. 따라서 '되겠어'는 맞는 말이고, '돼겠어'는 틀린 말입니다."
401," ""돼나요"""," ""되나요"""," ""그래도 [되나요]?""", '돼'는 '되어'의 준말이므로 '되나요?'가 맞는 표현이다.
402," ""돼나요?"""," ""되나요?"""," ""숙제가 이렇게 쉬워도 [되나요]?""", '돼'는 '되어'의 준말이므로 '되나요?'가 맞는 표현이다.
403," ""되려"""," ""되레"""," ""그는 [되레] 화를 냈다.""", 되려(X) 되레(O) '도리어'의 준말은 '되레'입니다.
404," ""되려"""," ""되레"""," ""[되레] 더 나쁜 상황이 되었다.""", 되려(X) 되레(O) '도리어'의 준말은 '되레'입니다.
405," ""되려"""," ""되레"""," ""그 말을 듣고 [되레] 슬퍼졌다.""", 되려(X) 되레(O) '도리어'의 준말은 '되레'입니다.
406," ""돼먹지 못한"""," ""되먹지 못한"""," ""그는 [되먹지 못한] 행동을 했다.""", 돼는 되어의 준말입니다. 따라서 '되어 먹지 못한'이 맞는 표현입니다.
